,experiment,horizon,forecast_model,policy,Gain,Final Value,Initial Value,num_stocks,initial_budget,trading_fee,status,total_runtime,forecast_time,solve_time,leftover_cash,penalty,total_trades,total_trading_costs
130,20210309_80_33_4_237214,80,GBM,Directional,0.08485964366535848,259153.03999999998,238881.62999999998,33,237214.18,4,Infeasible,448.86683344841003,4.186605453491211,430.41595339775085,184.22999999998868,,33,132
131,20210309_80_33_4_237214,80,GBM,SeededDirectional,0.09098926945533656,260617.29499999998,238881.62999999998,33,237214.18,4,Infeasible,787.3936984539032,4.716600656509399,768.3324415683746,10509.29499999998,,36,144
132,20210310_59_32_2_220813,59,GBM,Naive,0.06272758095442002,237464.31,223447.96,32,220813.89,2,Complete,13.599128484725952,2.5666446685791016,0.21425652503967285,0.6200000000144428,,25,50
133,20210310_59_32_2_220813,59,GBM,Directional,0.030654609690775523,230297.67,223447.96,32,220813.89,2,Complete,379.7767333984375,2.515126943588257,366.43742394447327,418.35000000000764,,39,78
134,20210310_59_32_2_220813,59,GBM,SeededDirectional,0.04905902922541805,234410.10000000003,223447.96,32,220813.89,2,Complete,1006.9600479602814,2.5771098136901855,993.6141591072083,6040.380000000032,,47,94
135,20210331_53_34_7_194067,53,GBM,Naive,0.09141128131808879,212552.86000000004,194750.47000000003,34,194067.49,7,Complete,11.83230710029602,1.8525311946868896,0.2644224166870117,0.3400000000201544,,30,210
136,20210331_53_34_7_194067,53,GBM,Directional,0.09293363964667178,212849.34,194750.47000000003,34,194067.49,7,Complete,710.4218349456787,2.299182891845703,698.3414359092712,24.230000000018663,,45,315
137,20210331_53_34_7_194067,53,GBM,SeededDirectional,0.07570700599592907,209494.44500000004,194750.47000000003,34,194067.49,7,Complete,127.65504240989685,2.137813091278076,115.67146348953247,92.6150000000307,,44,308
138,20210519_72_19_3_33640,72,GBM,Naive,0.08014014020498084,36684.93999999999,33963.13,19,33640.07,3,Complete,16.031294345855713,2.1332969665527344,0.3789517879486084,0.28999999999643933,,14,42
139,20210519_72_19_3_33640,72,GBM,Directional,0.093849271253857,37150.545000000006,33963.13,19,33640.07,3,Complete,1257.3356807231903,2.5881340503692627,1241.3679955005646,59.47500000000491,,24,72
140,20210519_72_19_3_33640,72,GBM,SeededDirectional,0.0822300535904671,36755.92,33963.13,19,33640.07,3,Complete,1106.3001029491425,2.701294422149658,1090.2101542949677,2022.43,,29,87
141,20210727_87_21_5_291237,87,GBM,Naive,0.11751658747079574,325564.23,291328.32,21,291237.46,5,Complete,20.46003770828247,3.7905540466308594,0.2008528709411621,3.500000000021828,,18,90
142,20210727_87_21_5_291237,87,GBM,Directional,0.05687008046454271,307896.18500000006,291328.32,21,291237.46,5,Infeasible,143.89561438560486,3.6540017127990723,123.623455286026,20941.550000000057,,23,115
143,20210727_87_21_5_291237,87,GBM,SeededDirectional,0.1048713527061154,321880.31500000006,291328.32,21,291237.46,5,Infeasible,129.46952939033508,3.4884607791900635,109.28903675079346,16928.310000000027,,22,110
144,20210809_76_39_2_100415,76,GBM,Naive,0.00991835539185743,100923.04999999999,99931.88999999998,39,100415.68,2,Complete,19.49437379837036,4.558156967163086,0.2107241153717041,1.2599999999941076,,31,62
145,20210809_76_39_2_100415,76,GBM,Directional,-0.021654849117733747,97767.88000000002,99931.88999999998,39,100415.68,2,Complete,958.3225445747375,4.714736223220825,938.7123873233795,1277.4600000000082,,54,108
146,20210809_76_39_2_100415,76,GBM,SeededDirectional,-0.034323027413971335,96501.92500000002,99931.88999999998,39,100415.68,2,Complete,1186.1531460285187,4.8703391551971436,1166.436414718628,11.505000000007328,,51,102
147,20211026_44_38_3_216140,44,GBM,Naive,0.05008368343242874,225844.06000000003,215072.44,38,216140.9,3,Complete,10.858590841293335,1.931722640991211,0.2173933982849121,4.3600000000069485,,34,102
148,20211026_44_38_3_216140,44,GBM,Directional,0.024888637521385617,220425.29999999996,215072.44,38,216140.9,3,Infeasible,642.2056274414062,1.7566859722137451,631.6819121837616,28695.539999999975,,42,126
149,20211026_44_38_3_216140,44,GBM,SeededDirectional,0.02486748185867076,220420.75000000006,215072.44,38,216140.9,3,Infeasible,344.43247413635254,1.9313163757324219,333.7257843017578,7644.030000000013,,35,105
